can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
True,True,100.0,100.0,533463,0,0,0,0,1,3,1.0,1.5,2,Dango,1.5,83,False,,2025-08-14T16:00:05.815568Z,60,533463.jpg,3.8,False,Ouattara,0.6,False,,a,5,94,19,165710,201,117969,1372,0.2,3.2,O.Dango,35.0,2025-08-16,2002-02-11,False,p533463,289,1,0,1,4,0,0,0,0,0,0,3,45,58.6,5.1,90.0,15.1,11,11,4,26,3,1.39,0.28,1.67,4.10,142,52,315,170,28,14,111,62,,,,,,,0.43,0.0,0.09,0.52,1.28,1.25,92,61,219,99,100,39,220,74,0.93,0.31,8.1
True,True,100.0,100.0,200720,0,0,0,0,1,1,2.5,3.0,8,Caoimhín,3.0,101,False,,2025-08-09T14:00:04.798673Z,45,200720.jpg,3.0,False,Kelleher,8.3,False,,a,5,94,18,181364,2227,407553,2445,0.7,4.0,Kelleher,104.0,2025-06-03,1998-11-23,False,p200720,540,0,0,1,11,0,1,0,1,0,16,0,65,85.2,0.0,0.0,8.6,8,47,1,0,6,0.00,0.01,0.01,8.88,88,12,573,69,546,63,212,13,,,,,,,0.0,2.67,0.0,0.0,1.48,1.83,407,24,90,6,145,16,47,8,1.0,0.17,0.0
True,True,,,235448,0,0,0,0,0,1,-0.5,0.0,0,Ellery,0.0,102,False,,,40,235448.jpg,0.0,False,Balcombe,0.3,False,,a,5,94,0,7808,47,10035,84,0.0,0.0,Balcombe,241.0,2016-11-02,1999-10-15,False,p235448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,457,48,440,31,402,24,459,48,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,639,59,437,47,467,48,306,44,0.0,0.0,0.0
True,True,,,503300,0,0,0,0,0,1,-0.5,0.0,0,Matthew,0.0,103,False,,,40,503300.jpg,0.0,False,Cox,0.1,False,,a,5,94,0,3073,22,4366,48,0.0,0.0,Cox,241.0,2021-10-26,2003-05-02,False,p503300,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,487,65,470,48,433,41,489,65,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,677,76,468,64,497,65,406,61,0.0,0.0,0.0
True,True,,,535017,0,0,0,0,0,1,-0.5,0.0,0,Julian,0.0,104,False,,,40,535017.jpg,0.0,False,Eyestone,0.1,False,,a,5,94,0,1079,24,2403,28,0.0,0.0,Eyestone,229.0,2024-08-08,2006-04-21,False,p535017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,494,67,477,50,441,43,496,67,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,687,78,476,66,504,67,520,78,0.0,0.0,0.0
True,True,,,507433,0,0,0,0,0,1,-0.5,0.0,0,Hákon Rafn,0.0,105,False,,,40,507433.jpg,0.0,False,Valdimarsson,0.7,False,,a,5,94,0,5331,14,30453,212,0.0,0.0,Valdimarsson,99.0,2024-01-26,2001-10-13,False,p507433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,488,66,471,49,434,42,490,66,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,678,77,469,65,498,66,206,27,0.0,0.0,0.0
True,True,,,432830,0,0,0,0,0,2,1.3,1.8,1,Nathan,1.8,106,False,,,50,432830.jpg,2.7,False,Collins,1.3,False,,a,5,94,16,45940,181,81696,906,0.4,3.2,Collins,104.0,2023-07-04,2001-04-30,False,p432830,540,0,0,1,11,0,0,0,3,0,0,1,47,102.8,11.6,50.0,16.5,52,21,4,56,6,0.17,0.06,0.23,8.88,58,25,267,89,76,10,99,32,,,,,,,0.03,0.0,0.01,0.04,1.48,1.83,273,44,193,76,190,72,162,59,1.0,0.17,9.33
True,True,,,249231,0,0,0,0,0,2,1.7,2.2,1,Keane,2.2,107,False,,,50,249231.jpg,2.7,False,Lewis-Potter,0.4,False,,a,5,94,16,15287,80,21064,308,0.4,3.2,Lewis-Potter,241.0,2022-07-12,2001-02-22,False,p249231,398,0,0,2,8,0,0,0,0,0,0,0,41,27.2,25.4,15.0,6.8,12,16,7,19,5,0.12,0.06,0.18,6.76,259,100,180,48,219,60,253,84,,,4.0,,,,0.03,0.0,0.01,0.04,1.53,1.81,270,43,142,57,189,71,271,98,1.13,0.45,4.3
True,True,,,191866,0,0,-1,1,0,2,0.7,1.2,0,Kristoffer,1.2,108,False,,,44,191866.jpg,2.0,False,Ajer,0.2,False,,a,5,94,6,5156,54,9581,106,0.3,1.4,Ajer,161.0,2021-07-21,1998-04-17,False,p191866,28,0,1,0,1,0,0,0,0,0,0,0,20,24.8,10.7,23.0,6.0,2,1,1,3,0,0.09,0.41,0.50,0.26,270,105,275,94,175,42,270,89,,,,,,,0.29,0.0,1.32,1.61,0.84,3.21,520,123,228,84,231,84,392,144,0.0,0.0,9.64
True,True,,,194010,0,0,-1,1,0,2,0.0,0.5,1,Rico,0.5,109,False,,,44,194010.jpg,0.7,False,Henry,0.1,False,,a,5,94,4,3412,26,8367,65,0.1,0.9,Henry,241.0,2016-08-31,1997-07-08,False,p194010,168,0,0,0,6,0,0,0,1,0,0,0,4,11.0,12.1,12.0,3.3,6,10,4,10,1,0.13,0.06,0.19,4.57,325,126,262,86,235,70,329,115,,,,,,,0.07,0.0,0.03,0.1,2.45,3.21,522,125,311,106,403,134,443,169,0.54,0.0,5.36
True,True,,,607464,0,0,0,0,0,2,1.0,1.5,2,Michael,1.5,110,False,,,45,607464.jpg,2.8,False,Kayode,0.4,False,,a,5,94,17,42694,183,27583,216,0.3,3.8,Kayode,106.0,2025-07-01,2004-07-10,False,p607464,526,0,0,1,10,0,0,0,0,0,0,2,55,87.6,47.4,6.0,14.1,25,22,13,38,6,0.00,0.17,0.17,8.64,80,36,96,21,284,94,126,41,,,,,,,0.0,0.0,0.03,0.03,1.48,1.71,494,108,211,81,169,67,285,104,1.03,0.17,6.5
True,True,100.0,100.0,231065,0,0,-1,1,0,2,-0.5,0.0,0,Ethan,0.0,111,False,,2025-08-18T08:00:05.393517Z,44,231065.jpg,0.0,False,Pinnock,0.1,False,,a,5,94,0,3848,33,13537,109,0.0,0.0,Pinnock,107.0,2019-07-02,1993-05-29,False,p231065,155,0,0,0,4,1,0,0,1,0,0,0,1,31.8,0.8,10.0,4.3,13,4,2,15,2,0.00,0.04,0.04,2.11,237,89,356,129,247,77,304,103,,,,,,,0.0,0.0,0.02,0.02,1.23,2.32,531,131,518,214,542,217,417,157,1.16,0.0,8.71
True,False,0.0,0.0,226956,0,0,0,0,0,2,0.0,0.0,0,Mads,0.0,112,False,Has joined Southampton permanently.,2025-08-22T14:17:15.662878Z,45,226956.jpg,0.0,False,Roerslev Rasmussen,0.0,False,,u,5,94,0,211,0,3373,5,0.0,0.0,Roerslev,58.0,2019-10-27,1999-06-24,False,p226956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,589,229,579,228,552,220,591,229,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,415,86,577,224,598,226,657,221,0.0,0.0,0.0
True,True,,,444765,0,0,0,0,0,2,1.3,1.8,2,Sepp,1.8,113,False,,,45,444765.jpg,3.0,False,van den Berg,0.7,False,,a,5,94,18,63042,143,42001,402,0.4,4.0,Van den Berg,152.0,2024-08-22,2001-12-20,False,p444765,540,0,0,1,11,0,0,0,0,0,0,0,59,108.6,2.2,26.0,13.7,51,17,3,54,6,0.87,0.03,0.90,8.88,48,20,339,121,161,38,133,44,,,,,,,0.14,0.0,0.0,0.14,1.48,1.83,427,93,186,72,146,57,209,77,1.0,0.17,9.0
True,True,,,622536,0,0,0,0,0,2,-0.5,0.0,0,Benjamin,0.0,114,False,,,40,622536.jpg,0.0,False,Arthur,0.3,False,,a,5,94,0,6109,54,13561,121,0.0,0.0,Arthur,241.0,2024-03-08,2005-10-09,False,p622536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,514,208,497,206,461,191,516,208,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,708,215,496,199,523,205,326,117,0.0,0.0,0.0
True,False,0.0,0.0,612534,0,0,0,0,0,2,0.0,0.0,0,Benjamin,0.0,115,False,has joined Dender on loan for the rest of the season.,2025-09-22T21:16:59.169077Z,40,612534.jpg,0.0,False,Fredrick,0.1,False,,u,5,94,0,2020,0,8172,182,0.0,0.0,Fredrick,,,,False,p612534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,513,207,496,205,460,190,515,207,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,707,214,495,198,522,204,434,166,0.0,0.0,0.0
True,True,,,472713,0,0,0,0,0,2,0.3,0.8,2,Aaron,0.8,116,False,,,40,472713.jpg,1.0,False,Hickey,0.4,False,,a,5,94,4,10523,280,19433,117,0.2,1.0,Hickey,243.0,2022-07-09,2002-06-10,False,p472713,94,0,0,0,2,0,0,0,1,0,0,0,8,6.2,0.4,0.0,0.7,2,5,3,5,1,0.00,0.38,0.38,1.37,350,131,366,134,419,164,378,132,,,,,,,0.0,0.0,0.36,0.36,1.31,1.91,660,182,277,95,327,114,274,99,0.96,0.0,4.79
True,False,0.0,0.0,570241,0,0,-1,1,0,2,0.0,0.0,0,Kim,0.0,117,False,has joined Kaiserslautern on loan for the rest of the season.,2025-09-22T21:16:59.154227Z,39,570241.jpg,0.0,False,Ji-soo,0.1,False,,u,5,94,0,4108,0,8784,178,0.0,0.0,Ji-soo,114.0,2023-07-20,2004-12-24,False,p570241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,425,163,403,158,363,139,427,163,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,733,238,404,151,435,161,411,154,0.0,0.0,0.0
True,False,0.0,0.0,499717,0,0,0,0,0,2,0.0,0.0,0,Jayden,0.0,118,False,Has joined Rangers on loan for the rest of the season.,2025-08-19T13:37:28.261506Z,40,499717.jpg,0.0,False,Meghoma,0.1,False,,u,5,94,0,279,0,8688,23,0.0,0.0,Meghoma,241.0,2024-08-30,2006-06-28,False,p499717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,486,188,469,186,432,170,488,188,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,676,191,467,178,496,186,540,195,0.0,0.0,0.0
True,True,100.0,100.0,513418,0,0,0,0,0,3,2.7,3.2,4,Kevin,3.2,120,False,,2025-08-09T14:00:04.851048Z,70,513418.jpg,2.8,False,Schade,0.4,False,,a,5,94,17,43888,823,32241,440,0.5,2.4,Schade,80.0,2023-07-01,2001-11-27,False,p513418,482,1,1,1,7,0,0,1,1,0,0,0,55,69.0,31.8,100.0,20.1,8,17,11,36,5,1.76,0.36,2.12,7.02,123,41,154,103,21,10,67,40,,,,,,,0.33,0.0,0.07,0.4,1.31,1.31,40,24,88,37,182,79,255,86,0.93,0.19,6.72
True,True,,,440089,0,0,-1,1,0,3,2.5,3.0,2,Mikkel,3.0,121,False,,,59,440089.jpg,4.2,False,Damsgaard,0.7,False,,a,5,94,17,30645,257,71690,439,0.5,2.9,Damsgaard,58.0,2022-08-10,2000-07-03,False,p440089,346,1,0,1,6,0,0,0,0,0,0,1,62,81.6,89.7,40.0,21.2,7,12,8,27,4,0.25,0.79,1.04,5.50,100,32,41,34,105,65,58,36,2.0,,3.0,,,,0.07,0.0,0.21,0.28,1.43,1.56,105,72,97,40,73,25,213,71,1.04,0.26,7.02
True,True,,,543295,0,0,-2,2,0,3,-0.5,0.0,0,Antoni,0.0,122,False,,,53,543295.jpg,1.0,False,Milambo,0.0,False,,a,5,94,1,1436,16,4343,28,0.0,0.2,Milambo,152.0,2025-07-03,2005-04-03,False,p543295,45,0,0,0,3,0,0,0,0,0,0,0,5,4.0,1.8,0.0,0.6,0,2,2,4,1,0.00,0.01,0.01,1.49,370,177,344,180,698,305,387,186,,,,,,,0.0,0.0,0.02,0.02,2.98,6.0,227,142,699,302,377,184,585,226,2.0,0.0,8.0
True,True,,,244858,0,0,-1,1,0,3,1.7,2.2,0,Fábio,2.2,123,False,,,49,244858.jpg,2.8,False,Freitas Gouveia Carvalho,0.3,False,,a,5,94,11,23218,143,26365,389,0.4,2.2,Carvalho,173.0,2024-08-12,2002-08-30,False,p244858,95,1,0,0,4,0,0,0,0,0,0,1,36,38.8,6.2,36.0,8.0,0,5,3,8,1,0.70,0.03,0.73,2.08,208,87,307,166,122,75,227,113,4.0,,,,,,0.66,0.0,0.03,0.69,1.97,3.79,337,208,139,57,172,71,317,105,0.95,0.0,7.58
True,True,,,56979,0,0,0,0,0,3,3.5,4.0,5,Jordan,4.0,124,False,,,50,56979.jpg,3.3,False,Henderson,0.4,False,,a,5,94,20,24395,1233,19905,210,0.8,4.0,Henderson,241.0,2025-07-15,1990-06-17,False,p56979,402,0,2,2,6,0,0,0,0,0,0,1,81,48.8,32.2,5.0,8.6,12,18,6,36,5,0.03,0.32,0.35,5.38,172,68,147,99,295,159,213,106,,,,,,,0.01,0.0,0.07,0.08,1.2,1.34,240,149,49,19,123,52,289,97,1.12,0.45,8.06
True,True,100.0,100.0,204580,0,0,-1,1,0,3,0.0,0.5,1,Vitaly,0.5,125,False,,2025-08-09T14:00:04.867824Z,49,204580.jpg,1.0,False,Janelt,0.0,False,,a,5,94,2,336,7,1270,8,0.1,0.4,Janelt,80.0,2020-10-03,1998-05-10,False,p204580,25,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.1,0.0,0.0,0,1,1,2,0,0.00,0.02,0.02,0.27,661,275,375,192,633,270,662,276,,,,,,,0.0,0.0,0.07,0.07,0.97,0.0,321,201,321,155,357,170,690,297,0.0,0.0,7.2
True,True,,,207283,0,0,-1,1,0,3,1.5,2.0,6,Mathias,2.0,126,False,,,49,207283.jpg,2.8,False,Jensen,0.1,False,,a,5,94,11,1999,149,5540,32,0.4,2.2,Jensen,58.0,2019-07-10,1996-01-01,False,p207283,152,1,0,0,4,0,0,0,0,0,0,0,54,26.8,48.0,10.0,8.5,7,5,6,18,2,0.22,0.10,0.32,2.99,262,118,92,64,249,136,218,108,3.0,,,,,,0.13,0.0,0.06,0.19,1.77,2.37,323,202,164,69,170,70,534,193,1.18,0.0,10.66
True,True,25.0,25.0,626464,0,0,-1,1,0,3,-0.1,0.0,0,Gustavo,0.0,127,False,Lack of match fitness - 25% chance of playing,2025-08-09T14:00:04.884092Z,49,626464.jpg,0.0,False,Nunes Fernandes Gomes,0.0,False,,d,5,94,0,115,1,770,3,0.0,0.0,Nunes,30.0,2024-08-28,2005-11-20,False,p626464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,680,288,676,290,656,284,681,289,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,367,231,671,285,684,292,712,310,0.0,0.0,0.0
True,True,,,428580,0,0,0,0,0,3,0.7,1.2,1,Frank,1.2,128,False,,,50,428580.jpg,2.5,False,Onyeka,0.1,False,,a,5,94,10,3925,21,4648,39,0.2,2.0,Onyeka,157.0,2021-07-20,1998-01-01,False,p428580,70,0,2,0,2,0,0,0,0,0,0,0,35,23.4,12.3,4.0,3.9,2,4,1,7,0,0.00,0.36,0.36,1.64,278,125,261,151,310,163,317,159,,,,,,,0.0,0.0,0.46,0.46,2.11,2.57,272,167,235,106,196,87,551,202,0.0,0.0,9.0
True,True,,,508395,0,0,0,0,0,3,3.0,3.5,7,Yehor,3.5,129,False,,,50,508395.jpg,3.5,False,Yarmoliuk,0.1,False,,a,5,94,21,5526,233,4467,41,0.7,4.2,Yarmoliuk,225.0,2022-10-28,2004-03-01,False,p508395,528,0,1,1,11,0,0,0,1,0,0,0,88,65.0,44.2,17.0,12.6,16,34,12,62,6,0.21,0.17,0.38,8.64,128,42,109,76,211,121,150,79,,,,,,,0.04,0.0,0.03,0.07,1.47,1.88,293,181,75,30,113,45,524,186,1.02,0.17,10.57
True,True,,,606689,0,0,0,0,0,3,-0.5,0.0,0,Romelle,0.0,130,False,,,45,606689.jpg,0.0,False,Donovan,0.1,False,,a,5,94,0,5088,115,7202,57,0.0,0.0,Donovan,241.0,2025-07-01,2006-11-30,False,p606689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,640,261,634,263,608,253,641,262,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,491,289,630,257,650,271,471,157,0.0,0.0,0.0
True,True,,,628204,0,0,-1,1,0,3,-0.5,0.0,0,Yunus Emre,0.0,131,False,,,44,628204.jpg,0.0,False,Konak,0.2,False,,a,5,94,0,17138,178,13951,162,0.0,0.0,Konak,219.0,2024-01-11,2006-01-10,False,p628204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,579,217,565,219,536,208,581,218,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,598,328,566,212,588,227,347,117,0.0,0.0,0.0
True,True,0.0,0.0,220695,0,0,0,0,0,3,0.0,0.0,0,Paris,0.0,132,False,Lack of match fitness - Expected back 20 Oct,2025-08-14T16:00:05.924672Z,45,220695.jpg,0.0,False,Maghoma,0.0,False,,i,5,94,0,215,3,1858,10,0.0,0.0,Maghoma,241.0,2020-08-01,2001-05-08,False,p220695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,587,221,577,223,550,212,589,222,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,411,245,575,216,596,231,678,289,0.0,0.0,0.0
True,True,,,450539,0,0,0,0,0,3,-0.5,0.0,0,Myles,0.0,133,False,,,45,450539.jpg,0.0,False,Peart-Harris,0.0,False,,a,5,94,0,1421,21,2589,22,0.0,0.0,Peart-Harris,241.0,2021-07-23,2002-09-18,False,p450539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,595,227,586,229,560,219,597,228,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,429,252,584,223,604,237,606,243,0.0,0.0,0.0
True,False,0.0,0.0,591357,0,0,0,0,0,3,0.0,0.0,0,Ryan,0.0,134,False,Has joined Wigan on loan for the rest of the season,2025-08-11T01:07:54.335986Z,45,591357.jpg,0.0,False,Trevitt,0.0,False,,u,5,94,0,0,0,748,6,0.0,0.0,Trevitt,241.0,2024-01-08,2003-03-12,False,p591357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,638,260,632,262,606,252,639,261,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,488,288,628,256,648,270,715,312,0.0,0.0,0.0
True,True,,,502500,0,0,0,0,1,4,4.3,4.8,10,Igor Thiago,4.8,136,False,,,60,502500.jpg,4.5,False,Nascimento Rodrigues,1.8,False,,a,5,94,27,230197,15919,147974,1423,0.8,4.5,Thiago,30.0,2024-07-01,2001-06-26,False,p502500,494,4,0,1,10,0,0,0,2,0,0,1,124,97.8,60.5,75.0,23.4,15,6,7,28,6,1.99,0.16,2.15,8.28,70,9,76,4,45,16,47,10,,,,,2.0,,0.36,0.0,0.03,0.39,1.51,1.82,91,27,33,5,64,8,140,21,1.09,0.18,5.1
True,True,,,533710,0,0,-1,1,0,4,-0.5,0.0,0,Iwan,0.0,137,False,,,44,533710.jpg,0.0,False,Morgan,0.5,False,,a,5,94,0,27388,525,33203,394,0.0,0.0,Morgan,,,,False,p533710,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,557,51,543,51,513,49,559,52,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,573,74,544,49,566,53,254,40,0.0,0.0,0.0
True,True,,,49262,0,0,-1,1,0,1,0.0,-0.5,0,Jason,0.0,138,False,,,44,49262.jpg,0.0,False,Steele,0.3,False,,a,6,36,0,4182,58,22112,119,0.0,0.0,Steele,241.0,2018-07-01,1990-08-18,False,p49262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,521,75,505,59,470,52,523,75,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,506,30,504,74,530,75,297,42,0.0,0.0,0.0
True,True,,,489639,0,0,0,0,0,1,1.8,1.3,2,Bart,1.8,139,False,,,45,489639.jpg,1.7,False,Verbruggen,4.8,False,,a,6,36,10,75605,592,346597,2024,0.4,2.2,Verbruggen,152.0,2023-07-03,2002-08-18,False,p489639,540,0,0,0,9,0,0,0,0,0,11,0,54,90.2,10.0,0.0,9.9,4,58,0,0,6,0.00,0.01,0.01,8.57,77,9,284,2,569,67,194,9,,,,,,,0.0,1.83,0.0,0.0,1.43,1.5,440,28,187,17,277,23,75,13,1.0,0.0,0.0
True,True,,,209288,0,0,0,0,0,1,0.0,-0.5,0,Tom,0.0,140,False,,,40,209288.jpg,0.0,False,McGill,0.4,False,,a,6,36,0,8212,51,11719,89,0.0,0.0,McGill,39.0,2021-02-02,2000-03-25,False,p209288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,451,44,433,27,395,20,453,44,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,631,55,431,43,461,44,284,39,0.0,0.0,0.0
True,False,0.0,0.0,472739,0,0,0,0,0,1,0.0,0.0,0,Carl,0.0,141,False,Has joined Coventry City on loan for the rest of the season.,2025-07-25T14:54:18.206318Z,40,472739.jpg,0.0,False,Rushworth,0.0,False,,u,6,36,0,0,0,161,1,0.0,0.0,Rushworth,241.0,2023-07-01,2001-07-02,False,p472739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,474,58,457,41,420,34,476,58,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,661,69,455,57,484,58,732,84,0.0,0.0,0.0
True,False,0.0,0.0,240514,0,0,0,0,0,1,0.0,0.0,0,Kjell,0.0,142,False,Has joined Union SG permanently,2025-07-25T14:53:26.961790Z,40,240514.jpg,0.0,False,Scherpen,0.0,False,,u,6,36,0,0,0,147,0,0.0,0.0,Scherpen,152.0,2021-07-16,2000-01-23,False,p240514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,458,49,441,32,403,25,460,49,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,640,60,438,48,468,49,733,85,0.0,0.0,0.0
True,True,,,204120,0,0,-1,1,0,2,0.0,-0.5,0,Olivier,0.0,143,False,,,44,204120.jpg,0.0,False,Boscagli,0.1,False,,a,6,36,0,1818,18,6934,41,0.0,0.0,Boscagli,73.0,2025-07-02,1997-11-18,False,p204120,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,529,218,514,217,480,204,531,218,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,523,126,513,211,538,215,492,181,0.0,0.0,0.0
True,True,,,550090,0,0,-1,1,0,2,0.5,0.0,0,Diego,0.5,144,False,,,44,550090.jpg,1.0,False,Coppola,0.1,False,,a,6,36,2,840,7,4023,21,0.1,0.5,Coppola,106.0,2025-06-17,2003-12-28,False,p550090,16,0,0,0,1,0,0,0,0,0,0,0,3,5.4,0.1,0.0,0.6,3,1,0,3,0,0.00,0.00,0.00,0.13,357,133,373,137,520,214,386,135,,,,,,,0.0,0.0,0.0,0.0,0.73,5.62,581,152,314,108,342,124,567,205,0.0,0.0,16.88
True,True,100.0,100.0,465730,0,0,-1,1,0,2,2.5,2.0,7,Maxim,2.5,145,False,,2025-09-13T21:30:07.998380Z,44,465730.jpg,2.4,False,De Cuyper,2.6,False,,a,6,36,12,48004,834,414016,1180,0.6,2.7,De Cuyper,21.0,2025-07-05,2000-12-22,False,p465730,274,1,0,0,5,0,0,0,1,0,0,0,44,28.4,37.7,12.0,7.9,10,15,6,16,4,0.64,0.47,1.11,4.20,253,97,129,32,236,71,230,77,,,,,,,0.21,0.0,0.15,0.36,1.38,1.64,549,143,119,47,201,76,112,42,1.31,0.0,5.26
True,True,,,83299,0,0,0,0,0,2,2.8,2.3,1,Lewis,2.8,146,False,,,45,83299.jpg,2.3,False,Dunk,1.2,False,,a,6,36,14,42164,570,57428,369,0.6,3.1,Dunk,241.0,2009-07-01,1991-11-21,False,p83299,540,0,1,0,9,0,0,0,2,0,0,0,65,86.4,14.6,28.0,13.0,44,21,6,50,6,0.27,0.03,0.30,8.57,85,40,245,79,152,32,142,48,,,,,,,0.04,0.0,0.0,0.04,1.43,1.5,392,71,103,40,211,79,172,66,1.0,0.0,8.33
True,False,0.0,0.0,204214,0,0,0,0,0,2,0.0,0.0,0,Pervis,0.0,147,False,Has joined AC Milan permanently,2025-07-24T10:14:09.955203Z,45,204214.jpg,0.0,False,Estupiñán Tenorio,0.0,False,,u,6,36,0,0,0,1770,3,0.0,0.0,Estupiñan,62.0,2022-07-16,1998-01-21,False,p204214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,585,226,575,225,548,217,587,226,,,4.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,409,81,573,221,594,223,689,232,0.0,0.0,0.0
