element,gameweek,season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,explain,modified,web_name,element_type,team,now_cost,name,position,xP
188,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Delcroix,2,3,39,Delcroix,DEF,0
189,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Dodgson,2,3,40,Dodgson,DEF,0
190,5,2025-26,90,0,0,0,1,0,0,0,0,0,0,0,5,17.8,0.4,39.0,5.7,8,3,0,8,1,0.14,0.0,0.14,1.1,2,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}]}]",False,Ekdal,2,3,40,Ekdal,DEF,2
191,5,2025-26,90,0,0,0,1,0,0,0,0,0,0,0,14,19.6,10.4,8.0,3.8,10,5,1,11,1,0.12,0.0,0.12,1.1,4,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'defensive_contribution', 'points': 2, 'value': 11, 'points_modification': 0}]}]",False,Estève,2,3,40,Estève,DEF,4
192,5,2025-26,90,0,0,0,1,0,0,0,0,0,0,0,10,26.4,47.3,9.0,8.3,3,0,2,5,1,0.02,0.31,0.33,1.1,2,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}]}]",False,Hartman,2,3,40,Hartman,DEF,2
193,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Humphreys,2,3,40,Humphreys,DEF,0
194,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Jordan,2,3,40,Jordan,DEF,0
195,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Lucas Pires,2,3,39,Lucas Pires,DEF,0
196,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Sambo,2,3,40,Sambo,DEF,0
197,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Sonne,2,3,40,Sonne,DEF,0
198,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Tuanzebe,2,3,39,Tuanzebe,DEF,0
199,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Worrall,2,3,40,Worrall,DEF,0
200,5,2025-26,90,1,0,0,1,0,0,0,0,0,0,3,37,52.4,19.7,55.0,12.7,2,3,1,6,1,0.36,0.14,0.5,1.1,10,True,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'goals_scored', 'points': 5, 'value': 1, 'points_modification': 0}, {'identifier': 'bonus', 'points': 3, 'value': 3, 'points_modification': 0}]}]",False,Anthony,3,3,56,Anthony,MID,10
201,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Benson,3,3,54,Benson,MID,0
202,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Bruun Larsen,3,3,54,Bruun Larsen,MID,0
203,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Boateng,3,3,49,Boateng,MID,0
204,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Churlinov,3,3,49,Churlinov,MID,0
205,5,2025-26,90,0,0,0,1,0,0,0,0,0,0,0,15,19.0,6.0,0.0,2.5,7,7,0,14,1,0.0,0.04,0.04,1.1,4,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'defensive_contribution', 'points': 2, 'value': 14, 'points_modification': 0}]}]",False,Cullen,3,3,50,Cullen,MID,4
206,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Edwards,3,3,48,Edwards,MID,0
207,5,2025-26,9,0,0,0,0,0,0,0,0,0,0,0,5,2.0,14.1,0.0,1.6,0,1,0,1,0,0.0,0.08,0.08,0.34,1,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 9, 'points_modification': 0}]}]",False,Hannibal,3,3,50,Hannibal,MID,1
208,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Koleosho,3,3,50,Koleosho,MID,0
209,5,2025-26,90,0,0,0,1,0,0,0,0,0,0,0,11,13.4,5.9,2.0,2.1,3,2,0,5,1,0.0,0.01,0.01,1.1,2,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}]}]",False,Laurent,3,3,49,Laurent,MID,2
210,5,2025-26,80,0,0,0,1,0,0,0,0,0,0,0,6,1.6,8.8,8.0,1.8,2,0,1,3,1,0.08,0.1,0.18,0.76,2,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 80, 'points_modification': 0}]}]",False,Tchaouna,3,3,49,Tchaouna,MID,2
211,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,A.Ramsey,3,3,44,A.Ramsey,MID,0
212,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Adewumi,3,3,45,Adewumi,MID,0
213,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Banel,3,3,45,Banel,MID,0
214,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Trésor,3,3,44,Trésor,MID,0
215,5,2025-26,4,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,5.0,0.5,0,1,0,1,0,0.11,0.0,0.11,0.06,1,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 4, 'points_modification': 0}]}]",False,Flemming,4,3,54,Flemming,FWD,1
216,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Amdouni,4,3,49,Amdouni,FWD,0
217,5,2025-26,85,0,1,0,1,0,0,0,0,0,0,1,27,26.6,22.7,9.0,5.8,2,3,0,5,1,0.02,0.03,0.05,1.04,6,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 85, 'points_modification': 0}, {'identifier': 'assists', 'points': 3, 'value': 1, 'points_modification': 0}, {'identifier': 'bonus', 'points': 1, 'value': 1, 'points_modification': 0}]}]",False,Foster,4,3,50,Foster,FWD,6
218,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Barnes,4,3,44,Barnes,FWD,0
219,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 44, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Obafemi,4,3,44,Obafemi,FWD,0
220,5,2025-26,4,0,0,0,2,0,0,0,0,1,1,0,-12,2.0,0.0,0.0,0.2,0,0,0,0,1,0.0,0.0,0.0,0.05,-3,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 4, 'points_modification': 0}, {'identifier': 'goals_conceded', 'points': -1, 'value': 2, 'points_modification': 0}, {'identifier': 'red_cards', 'points': -3, 'value': 1, 'points_modification': 0}]}]",False,Sánchez,1,7,49,Sánchez,GK,-3
221,5,2025-26,84,0,0,0,2,0,0,0,0,0,1,0,4,9.4,0.0,0.0,0.9,2,5,0,0,0,0.0,0.0,0.0,1.79,1,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 84, 'points_modification': 0}, {'identifier': 'goals_conceded', 'points': -1, 'value': 2, 'points_modification': 0}]}]",False,Jörgensen,1,7,44,Jörgensen,GK,1
222,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Penders,1,7,40,Penders,GK,0
223,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Slonina,1,7,40,Slonina,GK,0
224,5,2025-26,63,0,0,0,2,0,0,0,1,0,0,0,-6,1.8,1.0,4.0,0.7,3,2,1,4,1,0.05,0.0,0.05,1.45,0,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 63, 'points_modification': 0}, {'identifier': 'goals_conceded', 'points': -1, 'value': 2, 'points_modification': 0}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1, 'points_modification': 0}]}]",False,Cucurella,2,7,62,Cucurella,DEF,0
225,5,2025-26,90,0,1,0,2,0,0,0,0,0,0,0,16,27.4,32.8,4.0,6.4,6,5,3,9,1,0.0,0.16,0.16,1.84,4,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'assists', 'points': 3, 'value': 1, 'points_modification': 0}, {'identifier': 'goals_conceded', 'points': -1, 'value': 2, 'points_modification': 0}]}]",False,James,2,7,54,James,DEF,4
226,5,2025-26,90,1,0,0,2,0,0,0,1,0,0,0,23,57.4,2.3,17.0,7.7,8,2,2,10,1,0.2,0.01,0.21,1.84,8,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'goals_scored', 'points': 6, 'value': 1, 'points_modification': 0}, {'identifier': 'goals_conceded', 'points': -1, 'value': 2, 'points_modification': 0}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1, 'points_modification': 0}, {'identifier': 'defensive_contribution', 'points': 2, 'value': 10, 'points_modification': 0}]}]",False,Chalobah,2,7,52,Chalobah,DEF,8
227,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Colwill,2,7,48,Colwill,DEF,0
228,5,2025-26,26,0,0,0,0,0,0,0,0,0,0,0,4,0.6,1.8,4.0,0.6,0,4,0,0,0,0.0,0.01,0.01,0.39,1,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 26, 'points_modification': 0}]}]",False,Gusto,2,7,49,Gusto,DEF,1
229,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,B.Badiashile,2,7,44,B.Badiashile,DEF,0
230,5,2025-26,63,0,0,0,2,0,0,0,0,0,0,0,6,17.6,1.1,0.0,1.9,7,1,2,9,1,0.0,0.0,0.0,1.45,1,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 63, 'points_modification': 0}, {'identifier': 'goals_conceded', 'points': -1, 'value': 2, 'points_modification': 0}]}]",False,Fofana,2,7,44,Fofana,DEF,1
231,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,M.Sarr,2,7,45,M.Sarr,DEF,0
232,5,2025-26,83,0,0,0,2,0,0,0,1,0,0,0,3,19.6,2.1,9.0,3.1,8,6,0,8,0,0.05,0.01,0.05,1.79,0,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 83, 'points_modification': 0}, {'identifier': 'goals_conceded', 'points': -1, 'value': 2, 'points_modification': 0}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1, 'points_modification': 0}]}]",False,Tosin,2,7,45,Tosin,DEF,0
233,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Acheampong,2,7,40,Acheampong,DEF,0
234,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Anselmino,2,7,40,Anselmino,DEF,0
235,5,2025-26,20,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,1.01,1,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 20, 'points_modification': 0}]}]",False,Palmer,3,7,104,Palmer,MID,1
236,5,2025-26,6,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,1,0,1,1,0.0,0.0,0.0,0.05,1,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 6, 'points_modification': 0}]}]",False,Neto,3,7,70,Neto,MID,1
237,5,2025-26,90,0,0,0,2,0,0,0,1,0,0,0,8,10.2,10.6,4.0,2.5,1,2,1,4,1,0.0,0.04,0.04,1.84,1,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1, 'points_modification': 0}]}]",False,Enzo,3,7,67,Enzo,MID,1
238,5,2025-26,5,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,2,0,2,1,0.0,0.0,0.0,0.05,1,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 5, 'points_modification': 0}]}]",False,Estêvão,3,7,65,Estêvão,MID,1
239,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Gittens,3,7,62,Gittens,MID,0
240,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Nkunku,3,7,59,Nkunku,MID,0
241,5,2025-26,90,0,0,0,2,0,0,0,0,0,0,0,24,19.2,20.2,2.0,4.1,3,7,5,15,1,0.03,0.04,0.07,1.84,4,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'defensive_contribution', 'points': 2, 'value': 15, 'points_modification': 0}]}]",False,Caicedo,3,7,56,Caicedo,MID,4
242,5,2025-26,90,0,0,0,2,0,0,0,1,0,0,0,5,8.4,29.5,13.0,5.1,1,2,2,5,1,0.19,0.07,0.26,0.9,1,False,"[{'fixture': 46, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1, 'points_modification': 0}]}]",False,Dewsbury-Hall,3,9,50,Dewsbury-Hall,MID,1
243,5,2025-26,26,0,0,0,0,0,0,0,1,0,0,0,-7,0.0,0.8,0.0,0.0,0,0,0,0,0,0.0,0.01,0.01,0.39,0,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 26, 'points_modification': 0}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1, 'points_modification': 0}]}]",False,George,3,7,49,George,MID,0
244,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Lavia,3,7,49,Lavia,MID,0
245,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Mudryk,3,7,50,Mudryk,MID,0
246,5,2025-26,69,0,0,0,1,0,0,0,0,0,0,0,17,8.4,9.6,7.0,2.5,1,7,1,9,0,0.1,0.02,0.12,0.82,2,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 69, 'points_modification': 0}]}]",False,Andrey Santos,3,7,45,Andrey Santos,MID,2
247,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,D.Essugo,3,7,44,D.Essugo,MID,0
248,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Paez,3,7,45,Paez,MID,0
249,5,2025-26,90,0,0,0,2,0,0,0,0,0,0,0,7,8.0,15.0,8.0,3.1,1,1,1,3,1,0.0,0.03,0.03,1.84,2,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}]}]",False,João Pedro,4,7,78,João Pedro,FWD,2
250,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Delap,4,7,62,Delap,FWD,0
251,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,N.Jackson,4,7,65,N.Jackson,FWD,0
252,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 47, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Marc Guiu,4,7,43,Marc Guiu,FWD,0
253,5,2025-26,90,0,0,0,1,0,0,0,1,0,2,0,11,20.0,0.0,0.0,2.0,3,7,0,0,1,0.0,0.03,0.03,0.66,1,False,"[{'fixture': 49, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1, 'points_modification': 0}]}]",False,Henderson,1,8,50,Henderson,GK,1
254,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 49, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Benitez,1,8,40,Benitez,GK,0
255,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 49, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Matthews,1,8,40,Matthews,GK,0
256,5,2025-26,90,0,0,0,1,0,0,0,0,0,0,0,7,7.2,17.0,19.0,4.3,2,4,1,3,1,0.19,0.12,0.31,0.66,2,False,"[{'fixture': 49, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}]}]",False,Muñoz,2,8,56,Muñoz,DEF,2
257,5,2025-26,90,0,0,0,1,0,0,0,0,0,0,0,7,11.2,0.2,7.0,1.8,4,3,2,6,1,0.2,0.0,0.2,0.66,2,False,"[{'fixture': 49, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}]}]",False,Lacroix,2,8,51,Lacroix,DEF,2
258,5,2025-26,90,1,0,0,1,0,0,0,1,0,0,1,29,50.2,40.5,25.0,11.6,2,6,3,5,1,0.28,0.1,0.38,0.66,8,False,"[{'fixture': 49, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'goals_scored', 'points': 6, 'value': 1, 'points_modification': 0}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1, 'points_modification': 0}, {'identifier': 'bonus', 'points': 1, 'value': 1, 'points_modification': 0}]}]",False,Mitchell,2,8,50,Mitchell,DEF,8
259,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 49, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Sosa,2,8,49,Sosa,DEF,0
260,5,2025-26,90,0,1,0,1,0,0,0,0,0,0,0,25,22.0,1.4,8.0,3.1,5,2,5,10,1,0.2,0.01,0.21,0.66,7,False,"[{'fixture': 49, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'assists', 'points': 3, 'value': 1, 'points_modification': 0}, {'identifier': 'defensive_contribution', 'points': 2, 'value': 10, 'points_modification': 0}]}]",False,Guéhi,2,8,47,Guéhi,DEF,7
261,5,2025-26,90,0,0,0,1,0,0,0,0,0,0,0,20,32.6,4.0,0.0,3.7,13,1,4,17,1,0.0,0.0,0.0,0.66,4,False,"[{'fixture': 49, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'defensive_contribution', 'points': 2, 'value': 17, 'points_modification': 0}]}]",False,Richards,2,8,45,Richards,DEF,4
262,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 49, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Chadi Riad,2,8,40,Chadi Riad,DEF,0
263,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 49, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Clyne,2,8,40,Clyne,DEF,0
264,5,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 49, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Holding,2,8,40,Holding,DEF,0
