element,gameweek,season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,explain,modified,web_name,element_type,team,now_cost,name,position,xP
189,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Dodgson,2,3,40,Dodgson,DEF,0
190,4,2025-26,90,0,0,0,1,0,0,0,0,0,0,0,8,27.6,0.3,4.0,3.2,11,0,1,12,1,0.01,0.0,0.01,2.45,4,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'defensive_contribution', 'points': 2, 'value': 12, 'points_modification': 0}]}]",False,Ekdal,2,3,40,Ekdal,DEF,4
191,4,2025-26,90,0,0,0,1,0,0,0,0,0,0,0,10,36.8,0.1,0.0,3.7,15,0,0,15,1,0.0,0.0,0.0,2.45,4,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'defensive_contribution', 'points': 2, 'value': 15, 'points_modification': 0}]}]",False,Estève,2,3,40,Estève,DEF,4
192,4,2025-26,90,0,0,0,1,0,0,0,0,0,0,0,14,25.4,10.2,0.0,3.6,15,2,2,17,1,0.0,0.01,0.01,2.45,4,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'defensive_contribution', 'points': 2, 'value': 17, 'points_modification': 0}]}]",False,Hartman,2,3,40,Hartman,DEF,4
193,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Humphreys,2,3,40,Humphreys,DEF,0
194,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Jordan,2,3,40,Jordan,DEF,0
195,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Lucas Pires,2,3,39,Lucas Pires,DEF,0
196,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Sambo,2,3,40,Sambo,DEF,0
197,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Sonne,2,3,40,Sonne,DEF,0
198,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Tuanzebe,2,3,39,Tuanzebe,DEF,0
199,4,2025-26,4,0,0,0,1,0,0,0,0,0,0,0,-1,2.0,0.0,0.0,0.2,1,0,0,1,0,0.0,0.0,0.0,1.0,1,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 4, 'points_modification': 0}]}]",False,Worrall,2,3,40,Worrall,DEF,1
200,4,2025-26,88,0,0,1,0,0,0,0,0,0,0,0,6,9.4,0.5,1.0,1.1,3,6,2,11,1,0.11,0.0,0.11,1.51,3,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 88, 'points_modification': 0}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1, 'points_modification': 0}]}]",False,Anthony,3,3,56,Anthony,MID,3
201,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Benson,3,3,54,Benson,MID,0
202,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Bruun Larsen,3,3,54,Bruun Larsen,MID,0
203,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Boateng,3,3,49,Boateng,MID,0
204,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Churlinov,3,3,49,Churlinov,MID,0
205,4,2025-26,62,0,0,1,0,0,0,0,0,0,0,0,12,16.6,1.5,0.0,1.8,6,0,1,7,1,0.0,0.0,0.0,1.21,3,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 62, 'points_modification': 0}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1, 'points_modification': 0}]}]",False,Cullen,3,3,50,Cullen,MID,3
206,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Edwards,3,3,48,Edwards,MID,0
207,4,2025-26,27,0,0,0,1,0,0,0,0,0,0,0,-2,0.0,0.3,0.0,0.0,0,1,1,2,0,0.0,0.0,0.0,1.24,1,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 27, 'points_modification': 0}]}]",False,Hannibal,3,3,50,Hannibal,MID,1
208,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Koleosho,3,3,50,Koleosho,MID,0
209,4,2025-26,90,0,0,0,1,0,0,0,0,0,0,0,4,6.2,0.3,1.0,0.8,5,1,0,6,1,0.01,0.0,0.01,2.45,2,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}]}]",False,Laurent,3,3,49,Laurent,MID,2
210,4,2025-26,62,0,0,1,0,0,0,0,0,0,0,0,6,3.8,10.7,0.0,1.5,1,2,0,3,1,0.0,0.01,0.01,1.21,3,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 62, 'points_modification': 0}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1, 'points_modification': 0}]}]",False,Tchaouna,3,3,49,Tchaouna,MID,3
211,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,A.Ramsey,3,3,44,A.Ramsey,MID,0
212,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Adewumi,3,3,45,Adewumi,MID,0
213,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Banel,3,3,45,Banel,MID,0
214,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Trésor,3,3,44,Trésor,MID,0
215,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Flemming,4,3,54,Flemming,FWD,0
216,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Amdouni,4,3,49,Amdouni,FWD,0
217,4,2025-26,85,0,0,1,0,0,0,0,0,0,0,0,11,8.2,1.3,2.0,1.2,4,3,2,9,1,0.0,0.0,0.0,1.45,2,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 85, 'points_modification': 0}]}]",False,Foster,4,3,50,Foster,FWD,2
218,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Barnes,4,3,44,Barnes,FWD,0
219,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 34, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Obafemi,4,3,44,Obafemi,FWD,0
220,4,2025-26,90,0,0,0,2,0,0,0,0,0,3,0,7,23.6,0.0,0.0,2.4,2,8,0,0,1,0.0,0.0,0.0,1.43,2,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'goals_conceded', 'points': -1, 'value': 2, 'points_modification': 0}, {'identifier': 'saves', 'points': 1, 'value': 3, 'points_modification': 0}]}]",False,Sánchez,1,7,49,Sánchez,GK,2
221,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Jörgensen,1,7,44,Jörgensen,GK,0
222,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Penders,1,7,40,Penders,GK,0
223,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Slonina,1,7,40,Slonina,GK,0
224,4,2025-26,45,0,0,0,1,0,0,0,0,0,0,0,6,15.4,23.5,19.0,5.8,3,2,2,5,0,0.06,0.02,0.08,0.87,1,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 45, 'points_modification': 0}]}]",False,Cucurella,2,7,62,Cucurella,DEF,1
225,4,2025-26,45,0,0,0,1,0,0,0,0,0,0,0,8,6.6,3.3,2.0,1.2,2,2,0,2,0,0.04,0.02,0.06,0.87,1,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 45, 'points_modification': 0}]}]",False,James,2,7,54,James,DEF,1
226,4,2025-26,90,0,0,0,2,0,0,0,0,0,0,0,12,31.0,17.1,5.0,5.3,15,4,1,16,1,0.03,0.29,0.32,1.43,3,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'goals_conceded', 'points': -1, 'value': 2, 'points_modification': 0}, {'identifier': 'defensive_contribution', 'points': 2, 'value': 16, 'points_modification': 0}]}]",False,Chalobah,2,7,52,Chalobah,DEF,3
227,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Colwill,2,7,48,Colwill,DEF,0
228,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Gusto,2,7,49,Gusto,DEF,0
229,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,B.Badiashile,2,7,44,B.Badiashile,DEF,0
230,4,2025-26,45,0,0,0,1,0,0,0,0,0,0,0,7,6.2,2.8,0.0,0.9,2,1,0,2,1,0.0,0.01,0.01,0.55,1,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 45, 'points_modification': 0}]}]",False,Fofana,2,7,44,Fofana,DEF,1
231,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,M.Sarr,2,7,45,M.Sarr,DEF,0
232,4,2025-26,90,0,0,0,2,0,0,0,0,0,0,0,7,27.0,1.7,0.0,2.9,9,1,0,9,1,0.0,0.02,0.02,1.43,1,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'goals_conceded', 'points': -1, 'value': 2, 'points_modification': 0}]}]",False,Tosin,2,7,45,Tosin,DEF,1
233,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Acheampong,2,7,40,Acheampong,DEF,0
234,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Anselmino,2,7,40,Anselmino,DEF,0
235,4,2025-26,34,1,0,0,1,0,0,0,0,0,0,1,23,39.6,2.3,42.0,8.4,1,0,1,2,0,0.63,0.09,0.72,0.87,7,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 34, 'points_modification': 0}, {'identifier': 'goals_scored', 'points': 5, 'value': 1, 'points_modification': 0}, {'identifier': 'bonus', 'points': 1, 'value': 1, 'points_modification': 0}]}]",False,Palmer,3,7,104,Palmer,MID,7
236,4,2025-26,90,0,0,0,2,0,0,0,0,0,0,0,13,11.4,35.0,24.0,7.0,1,4,1,6,1,0.12,0.21,0.33,1.43,2,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}]}]",False,Neto,3,7,70,Neto,MID,2
237,4,2025-26,90,0,0,0,2,0,0,0,0,0,0,0,18,24.2,29.5,15.0,6.9,3,6,4,13,1,0.11,0.06,0.17,1.43,4,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'defensive_contribution', 'points': 2, 'value': 13, 'points_modification': 0}]}]",False,Enzo,3,7,67,Enzo,MID,4
238,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Estêvão,3,7,65,Estêvão,MID,0
239,4,2025-26,55,0,0,0,1,0,0,0,0,0,0,0,3,2.0,12.2,15.0,2.9,0,1,0,1,1,0.01,0.03,0.04,0.55,1,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 55, 'points_modification': 0}]}]",False,Gittens,3,7,62,Gittens,MID,1
240,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Nkunku,3,7,59,Nkunku,MID,0
241,4,2025-26,90,1,0,0,2,0,0,0,0,0,0,3,40,54.0,15.3,7.0,7.6,5,8,4,17,1,0.07,0.07,0.14,1.43,12,True,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'goals_scored', 'points': 5, 'value': 1, 'points_modification': 0}, {'identifier': 'bonus', 'points': 3, 'value': 3, 'points_modification': 0}, {'identifier': 'defensive_contribution', 'points': 2, 'value': 17, 'points_modification': 0}]}]",False,Caicedo,3,7,56,Caicedo,MID,12
242,4,2025-26,90,0,0,1,0,0,0,0,1,0,0,0,11,9.4,28.3,11.0,4.9,0,5,3,8,1,0.06,0.26,0.32,0.54,2,False,"[{'fixture': 36, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1, 'points_modification': 0}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1, 'points_modification': 0}]}]",False,Dewsbury-Hall,3,9,50,Dewsbury-Hall,MID,2
243,4,2025-26,45,0,0,0,1,0,0,0,1,0,0,0,1,4.6,4.9,19.0,2.9,0,0,1,1,0,0.04,0.06,0.1,0.87,0,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 45, 'points_modification': 0}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1, 'points_modification': 0}]}]",False,George,3,7,49,George,MID,0
244,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Lavia,3,7,49,Lavia,MID,0
245,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Mudryk,3,7,50,Mudryk,MID,0
246,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Andrey Santos,3,7,45,Andrey Santos,MID,0
247,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,D.Essugo,3,7,44,D.Essugo,MID,0
248,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Paez,3,7,45,Paez,MID,0
249,4,2025-26,78,0,1,0,1,0,0,0,0,0,0,2,25,21.0,18.2,11.0,5.0,3,0,0,3,1,0.15,0.02,0.17,0.71,7,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 78, 'points_modification': 0}, {'identifier': 'assists', 'points': 3, 'value': 1, 'points_modification': 0}, {'identifier': 'bonus', 'points': 2, 'value': 2, 'points_modification': 0}]}]",False,João Pedro,4,7,78,João Pedro,FWD,7
250,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Delap,4,7,62,Delap,FWD,0
251,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,N.Jackson,4,7,65,N.Jackson,FWD,0
252,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 33, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Marc Guiu,4,7,43,Marc Guiu,FWD,0
253,4,2025-26,90,0,0,1,0,0,0,0,0,0,0,0,22,4.4,0.0,0.0,0.4,1,8,0,0,1,0.0,0.0,0.0,0.36,6,False,"[{'fixture': 35, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'clean_sheets', 'points': 4, 'value': 1, 'points_modification': 0}]}]",False,Henderson,1,8,50,Henderson,GK,6
254,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 35, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Benitez,1,8,40,Benitez,GK,0
255,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 35, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Matthews,1,8,40,Matthews,GK,0
256,4,2025-26,90,0,0,1,0,0,0,0,1,0,0,0,21,11.2,7.2,41.0,5.9,3,2,1,4,1,0.12,0.22,0.34,0.36,5,False,"[{'fixture': 35, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'clean_sheets', 'points': 4, 'value': 1, 'points_modification': 0}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1, 'points_modification': 0}]}]",False,Muñoz,2,8,56,Muñoz,DEF,5
257,4,2025-26,90,0,0,1,0,0,0,0,0,0,0,0,30,19.2,4.1,2.0,2.5,5,3,1,6,1,0.0,0.02,0.02,0.36,6,False,"[{'fixture': 35, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'clean_sheets', 'points': 4, 'value': 1, 'points_modification': 0}]}]",False,Lacroix,2,8,51,Lacroix,DEF,6
258,4,2025-26,90,0,0,1,0,0,0,0,0,0,0,0,27,20.8,21.2,0.0,4.2,6,5,2,8,1,0.0,0.13,0.13,0.36,6,False,"[{'fixture': 35, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'clean_sheets', 'points': 4, 'value': 1, 'points_modification': 0}]}]",False,Mitchell,2,8,50,Mitchell,DEF,6
259,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 35, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Sosa,2,8,49,Sosa,DEF,0
260,4,2025-26,90,0,0,1,0,0,0,0,0,0,0,0,27,17.4,11.8,4.0,3.3,6,6,0,6,1,0.03,0.01,0.04,0.36,6,False,"[{'fixture': 35, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'clean_sheets', 'points': 4, 'value': 1, 'points_modification': 0}]}]",False,Guéhi,2,8,47,Guéhi,DEF,6
261,4,2025-26,90,0,0,1,0,0,0,0,0,0,0,0,29,17.8,15.3,14.0,4.7,3,3,1,4,1,0.19,0.03,0.22,0.36,6,False,"[{'fixture': 35, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90, 'points_modification': 0}, {'identifier': 'clean_sheets', 'points': 4, 'value': 1, 'points_modification': 0}]}]",False,Richards,2,8,45,Richards,DEF,6
262,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 35, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Chadi Riad,2,8,40,Chadi Riad,DEF,0
263,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 35, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Clyne,2,8,40,Clyne,DEF,0
264,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 35, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Holding,2,8,40,Holding,DEF,0
265,4,2025-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,"[{'fixture': 35, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0, 'points_modification': 0}]}]",False,Kporha,2,8,40,Kporha,DEF,0
